      price  quantity  type
1  38610000    0.0841     0
2  38608000    0.0153     0
3  38604000    1.2360     0
4  38603000    0.2052     0
0  38630000    0.5032     1
1  38631000    0.0156     1
2  38632000    0.0092     1
3  38633000    0.0174     1
4  38636000    0.0849     1


      price  quantity  type
0  38610000    0.0841     0
1  38608000    0.0153     0
2  38603000    0.2052     0
3  38599000    0.0930     0
4  38589000    1.9820     0
0  38616000    0.0140     1
1  38624000    0.0078     1
2  38625000    0.0891     1
3  38628000    0.0493     1
4  38630000    0.5723     1


      price  quantity  type
0  38605000    0.0852     0
1  38603000    0.1375     0
2  38600000    0.0153     0
3  38599000    0.0930     0
4  38586000    0.0689     0
0  38624000    0.0150     1
1  38625000    0.0052     1
2  38626000    0.0865     1
3  38628000    0.0493     1
4  38629000    0.0490     1


      price  quantity  type
0  38605000    0.0852     0
1  38603000    0.1375     0
2  38600000    0.0153     0
3  38599000    0.0930     0
4  38586000    0.0839     0
0  38622000    0.0852     1
1  38623000    0.0885     1
2  38624000    0.0150     1
3  38625000    0.0052     1
4  38626000    0.0865     1


      price  quantity  type
0  38605000    0.0852     0
1  38603000    0.1463     0
2  38600000    0.0153     0
3  38599000    0.0930     0
4  38586000    0.0689     0
0  38622000    0.0835     1
1  38623000    0.0885     1
2  38624000    0.0150     1
3  38625000    0.0052     1
4  38626000    0.0865     1


      price  quantity  type
0  38607000    0.0088     0
1  38603000    0.1463     0
2  38600000    0.0153     0
3  38599000    0.0930     0
4  38589000    0.0660     0
0  38622000    0.0835     1
1  38623000    0.0885     1
2  38624000    0.0150     1
3  38625000    0.0052     1
4  38628000    0.0493     1


      price  quantity  type
0  38603000    0.1375     0
1  38599000    0.0930     0
2  38589000    0.0660     0
3  38588000    0.0153     0
4  38585000    0.0052     0
0  38618000    0.0842     1
1  38619000    0.0880     1
2  38620000    0.0050     1
3  38621000    0.0501     1
4  38622000    0.0835     1


      price  quantity  type
0  38588000    0.1017     0
1  38585000    0.0052     0
2  38583000    0.0234     0
3  38580000    1.2360     0
4  38579000    0.0826     0
0  38601000    0.0049     1
1  38603000    0.1916     1
2  38604000    0.1357     1
3  38607000    0.0729     1
4  38611000    0.0405     1


      price  quantity  type
0  38588000    0.0864     0
1  38585000    0.0052     0
2  38583000    0.0234     0
3  38580000    1.2360     0
4  38579000    0.0979     0
0  38601000    0.0002     1
1  38603000    0.1916     1
2  38604000    0.1357     1
3  38607000    0.1224     1
4  38610000    0.5819     1


      price  quantity  type
0  38587000    0.0841     0
1  38585000    0.0052     0
2  38583000    0.0234     0
3  38580000    1.2417     0
4  38579000    0.0979     0
0  38603000    0.0882     1
1  38604000    0.1357     1
2  38607000    0.1224     1
3  38610000    0.5167     1
4  38614000    0.0620     1


      price  quantity  type
0  38587000    0.0841     0
1  38585000    0.0052     0
2  38583000    0.0234     0
3  38580000    0.0057     0
4  38579000    0.0979     0
0  38604000    0.0967     1
1  38605000    0.0156     1
2  38606000    0.0557     1
3  38607000    0.6230     1
4  38613000    0.0402     1


      price  quantity  type
0  38587000    0.0841     0
1  38585000    0.0052     0
2  38583000    0.0234     0
3  38580000    0.0057     0
4  38579000    0.0979     0
0  38606000    0.0542     1
1  38607000    0.6230     1
2  38610000    0.0858     1
3  38616000    0.0619     1
4  38617000    0.0774     1


      price  quantity  type
0  38590000    0.0869     0
1  38589000    0.0049     0
2  38587000    0.0841     0
3  38585000    0.0052     0
4  38583000    0.0234     0
0  38603000    0.0087     1
1  38604000    0.0049     1
2  38606000    0.0542     1
3  38607000    0.7109     1
4  38610000    0.0858     1


      price  quantity  type
0  38590000    0.0869     0
1  38589000    0.0049     0
2  38587000    0.0929     0
3  38585000    0.0052     0
4  38583000    0.0234     0
0  38604000    0.0049     1
1  38606000    0.0542     1
2  38607000    0.7109     1
3  38610000    0.0858     1
4  38612000    0.5167     1


      price  quantity  type
0  38587000    0.0150     0
1  38585000    0.0052     0
2  38583000    0.1091     0
3  38580000    0.0057     0
4  38579000    0.0826     0
0  38590000    0.0010     1
1  38603000    0.1015     1
2  38604000    0.0049     1
3  38605000    0.5167     1
4  38606000    0.0621     1


      price  quantity  type
0  38587000    0.0150     0
1  38585000    0.0052     0
2  38583000    0.1091     0
3  38580000    0.0057     0
4  38579000    0.0826     0
0  38590000    0.0010     1
1  38596000    0.0088     1
2  38599000    0.0867     1
3  38603000    0.1015     1
4  38604000    0.0690     1


      price  quantity  type
0  38592000  0.061400     0
1  38590000  0.088700     0
2  38587000  0.083400     0
3  38586000  0.009200     0
4  38585000  0.005200     0
0  38603000  0.006412     1
1  38604000  0.004900     1
2  38606000  0.062100     1
3  38607000  0.194200     1
4  38610000  0.085800     1


      price  quantity  type
0  38596000    0.0831     0
1  38594000    0.0969     0
2  38593000    0.0881     0
3  38590000    0.0941     0
4  38588000    0.0155     0
0  38606000    0.0452     1
1  38607000    0.0568     1
2  38608000    0.0088     1
3  38614000    0.0851     1
4  38616000    0.1641     1


      price  quantity  type
0  38588000    0.0155     0
1  38586000    0.0092     0
2  38585000    0.0052     0
3  38583000    0.1091     0
4  38580000    0.0212     0
0  38594000    0.0390     1
1  38604000    0.0057     1
2  38605000    0.0876     1
3  38606000    0.1728     1
4  38607000    0.5786     1


      price  quantity  type
0  38585000    0.0052     0
1  38583000    0.0234     0
2  38580000    0.1085     0
3  38576000    0.0876     0
4  38569000    1.2675     0
0  38586000    0.0052     1
1  38592000    0.0077     1
2  38594000    0.0541     1
3  38596000    0.0940     1
4  38598000    0.0079     1


      price  quantity  type
0  38585000    0.0052     0
1  38583000    0.1087     0
2  38581000    1.2360     0
3  38580000    0.1085     0
4  38577000    0.0083     0
0  38586000    0.0001     1
1  38592000    0.0077     1
2  38594000    0.0541     1
3  38596000    0.0047     1
4  38597000    0.0138     1


      price  quantity  type
0  38590000    0.0836     0
1  38588000    0.0607     0
2  38585000    0.0891     0
3  38583000    0.1087     0
4  38580000    1.3445     0
0  38599000    0.0631     1
1  38600000    0.0559     1
2  38601000    0.0137     1
3  38604000    0.0057     1
4  38605000    0.0876     1


      price  quantity  type
0  38590000    0.0836     0
1  38585000    0.0891     0
2  38583000    0.1087     0
3  38580000    1.3445     0
4  38578000    1.2360     0
0  38599000    0.0631     1
1  38600000    0.0559     1
2  38601000    0.0137     1
3  38604000    0.0057     1
4  38605000    0.0876     1


      price  quantity  type
0  38590000    0.0836     0
1  38587000    0.0092     0
2  38585000    0.0891     0
3  38583000    0.1087     0
4  38580000    1.3445     0
0  38599000    0.0631     1
1  38600000    0.0559     1
2  38601000    0.0137     1
3  38604000    0.0057     1
4  38605000    0.0876     1


      price  quantity  type
0  38587000    0.0092     0
1  38585000    0.0891     0
2  38583000    0.1087     0
3  38580000    1.3445     0
4  38578000    1.2360     0
0  38599000    0.0631     1
1  38600000    0.0559     1
2  38601000    0.0137     1
3  38604000    0.0057     1
4  38605000    0.1286     1


      price  quantity  type
0  38587000    0.0092     0
1  38585000    0.0891     0
2  38583000    0.1087     0
3  38580000    1.3445     0
4  38578000    1.2360     0
0  38599000    0.0631     1
1  38600000    0.0559     1
2  38601000    0.0974     1
3  38604000    0.0057     1
4  38605000    0.1286     1


      price  quantity  type
0  38587000    0.0092     0
1  38585000    0.0891     0
2  38583000    0.1087     0
3  38580000    1.3445     0
4  38578000    1.2360     0
0  38598000    0.0082     1
1  38600000    0.0559     1
2  38601000    0.0974     1
3  38604000    0.0057     1
4  38605000    0.1286     1


      price  quantity  type
0  38585000    0.0891     0
1  38583000    0.1087     0
2  38580000    1.3445     0
3  38579000    0.0544     0
4  38578000    1.2360     0
0  38600000    0.0717     1
1  38601000    0.0974     1
2  38604000    0.0057     1
3  38605000    0.1286     1
4  38606000    0.1332     1


      price  quantity  type
0  38586000    0.0866     0
1  38585000    0.0052     0
2  38583000    0.1087     0
3  38580000    0.1085     0
4  38579000    0.0544     0
0  38600000    0.0717     1
1  38601000    0.0974     1
2  38603000    0.0639     1
3  38604000    0.0057     1
4  38605000    0.0876     1


      price  quantity  type
0  38590000    0.0869     0
1  38589000    0.0160     0
2  38588000    0.0130     0
3  38587000    0.0834     0
4  38586000    0.0866     0
0  38600000    0.0158     1
1  38604000    0.0057     1
2  38605000    0.0691     1
3  38606000    0.0452     1
4  38607000    0.1192     1


      price  quantity  type
0  38591000    0.0839     0
1  38590000    0.0869     0
2  38589000    0.0160     0
3  38588000    0.0130     0
4  38587000    0.0834     0
0  38604000    0.0057     1
1  38605000    0.0691     1
2  38606000    0.0452     1
3  38607000    0.0568     1
4  38608000    0.0153     1


      price  quantity  type
0  38591000    0.0839     0
1  38590000    0.0869     0
2  38589000    0.0160     0
3  38588000    0.0130     0
4  38587000    0.0834     0
0  38605000    0.0691     1
1  38606000    0.0452     1
2  38607000    0.1455     1
3  38608000    0.0153     1
4  38609000    0.1062     1


      price  quantity  type
0  38591000    0.0839     0
1  38590000    0.0869     0
2  38589000    0.0160     0
3  38588000    0.0130     0
4  38587000    0.0834     0
0  38605000    0.0691     1
1  38606000    0.0834     1
2  38607000    0.1455     1
3  38608000    0.0153     1
4  38609000    0.0660     1


      price  quantity  type
0  38591000    0.0839     0
1  38590000    0.0869     0
2  38589000    0.0160     0
3  38588000    0.0130     0
4  38587000    0.0834     0
0  38605000    0.0691     1
1  38606000    0.0834     1
2  38607000    0.1455     1
3  38608000    0.0153     1
4  38609000    0.0660     1


      price  quantity  type
0  38585000    0.0052     0
1  38583000    0.3218     0
2  38580000    0.0155     0
3  38579000    0.0051     0
4  38578000    1.2360     0
0  38588000    0.0489     1
1  38590000    0.2720     1
2  38591000    0.1601     1
3  38592000    0.0712     1
4  38594000    0.0660     1


      price  quantity  type
0  38583000    0.0236     0
1  38572000    0.0838     0
2  38569000    0.0162     0
3  38567000    0.0569     0
4  38565000    1.2360     0
0  38589000    0.0394     1
1  38590000    0.2561     1
2  38592000    0.0712     1
3  38594000    0.0660     1
4  38603000    0.2261     1


      price  quantity  type
0  38583000    0.0236     0
1  38572000    0.0838     0
2  38569000    0.0162     0
3  38567000    0.0569     0
4  38565000    1.2360     0
0  38589000    0.0394     1
1  38590000    0.2561     1
2  38592000    0.0712     1
3  38594000    0.0660     1
4  38603000    0.2261     1


      price  quantity  type
0  38583000    0.0236     0
1  38575000    0.0832     0
2  38572000    0.0838     0
3  38569000    0.0162     0
4  38567000    0.0569     0
0  38590000    0.2561     1
1  38592000    0.1109     1
2  38594000    0.5830     1
3  38597000    0.0089     1
4  38603000    0.2261     1


      price  quantity  type
0  38583000    0.0236     0
1  38575000    0.0832     0
2  38572000    0.0838     0
3  38569000    0.0162     0
4  38567000    0.0569     0
0  38590000    0.2561     1
1  38592000    0.1109     1
2  38594000    0.5830     1
3  38597000    0.0089     1
4  38603000    0.2261     1


      price  quantity  type
0  38583000    0.0236     0
1  38576000    0.0056     0
2  38575000    0.0832     0
3  38572000    0.0838     0
4  38569000    0.0162     0
0  38590000    0.0512     1
1  38592000    0.1109     1
2  38594000    0.5830     1
3  38597000    0.0089     1
4  38603000    0.2261     1


      price  quantity  type
0  38583000    0.0236     0
1  38581000    0.0833     0
2  38579000    0.0151     0
3  38578000    0.0869     0
4  38576000    0.0056     0
0  38590000    0.0512     1
1  38592000    0.1277     1
2  38594000    0.0660     1
3  38597000    0.0089     1
4  38599000    0.5171     1


      price  quantity  type
0  38583000    0.0236     0
1  38581000    0.0833     0
2  38579000    0.0151     0
3  38578000    0.0869     0
4  38576000    0.0056     0
0  38590000    0.0001     1
1  38592000    0.1277     1
2  38594000    0.0660     1
3  38595000    0.0381     1
4  38597000    0.0089     1


      price  quantity  type
0  38583000    0.0236     0
1  38579000    0.0151     0
2  38578000    0.0869     0
3  38576000    0.0056     0
4  38575000    0.0832     0
0  38590000    0.0001     1
1  38592000    0.1277     1
2  38594000    0.0660     1
3  38595000    0.0381     1
4  38597000    0.0089     1


      price  quantity  type
0  38583000    0.0236     0
1  38579000    0.0151     0
2  38578000    0.0869     0
3  38576000    0.0056     0
4  38575000    0.0832     0
0  38590000    0.0001     1
1  38592000    0.1277     1
2  38594000    0.0660     1
3  38595000    0.0381     1
4  38597000    0.0089     1


      price  quantity  type
0  38594000    0.0775     0
1  38593000    0.0896     0
2  38592000    0.1912     0
3  38591000    0.0605     0
4  38589000    0.0526     0
0  38603000    0.0212     1
1  38604000    0.0456     1
2  38605000    0.1423     1
3  38606000    0.5170     1
4  38607000    0.0568     1


      price  quantity  type
0  38592000    0.1912     0
1  38591000    0.0159     0
2  38589000    0.0526     0
3  38588000    0.0509     0
4  38586000    0.0048     0
0  38603000    0.0111     1
1  38604000    0.0855     1
2  38605000    0.1423     1
3  38606000    0.5170     1
4  38607000    0.1582     1


      price  quantity  type
0  38593000    0.0839     0
